Gen;	BestValidFit;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
162500;	0.125445;	51 0.115145 0.125445;	39 0.115346 0.127453;	54 0.115409 0.14156;	56 0.115497 0.14156;	
165000;	0.125445;	51 0.115145 0.125445;	39 0.115346 0.127453;	54 0.115409 0.14156;	56 0.115497 0.14156;	
167500;	0.125445;	45 0.115145 0.125445;	39 0.115346 0.127453;	54 0.115409 0.14156;	56 0.115497 0.14156;	
170000;	0.125445;	45 0.115145 0.125445;	39 0.115346 0.127453;	53 0.115409 0.14156;	54 0.115497 0.14156;	
172500;	0.125445;	52 0.11488 0.126995;	45 0.115145 0.125445;	62 0.115235 0.14156;	39 0.115346 0.127453;	
175000;	0.125445;	52 0.11488 0.126995;	59 0.115018 0.127453;	45 0.115145 0.125445;	54 0.115162 0.127453;	
177500;	0.125445;	52 0.11488 0.126995;	59 0.115018 0.127453;	45 0.115145 0.125445;	54 0.115162 0.127453;	
180000;	0.123553;	55 0.113022 0.123553;	52 0.11488 0.126995;	59 0.115018 0.127453;	45 0.115145 0.125445;	
182500;	0.123553;	55 0.113022 0.123553;	52 0.11488 0.126995;	59 0.115018 0.127453;	45 0.115145 0.125445;	
185000;	0.123553;	55 0.113022 0.123553;	52 0.113166 0.127453;	52 0.11488 0.126995;	59 0.115018 0.127453;	
187500;	0.12214;	59 0.111045 0.12214;	55 0.113022 0.123553;	52 0.113166 0.127453;	56 0.113832 0.125445;	
190000;	0.12214;	59 0.111045 0.12214;	56 0.111564 0.125445;	55 0.113022 0.123553;	52 0.113166 0.127453;	
192500;	0.12214;	56 0.111045 0.12214;	56 0.111564 0.125445;	55 0.113022 0.123553;	52 0.113166 0.127453;	
195000;	0.12214;	49 0.111045 0.12214;	56 0.111564 0.125445;	55 0.113022 0.123553;	52 0.113166 0.127453;	
197500;	0.12214;	56 0.110857 0.123713;	49 0.111045 0.12214;	56 0.111564 0.125445;	55 0.113022 0.123553;	
200000;	0.12214;	55 0.110857 0.123713;	49 0.111045 0.12214;	53 0.11113 0.127453;	56 0.111564 0.125445;	
202500;	0.12214;	53 0.110857 0.123713;	49 0.111045 0.12214;	53 0.11113 0.127453;	52 0.111564 0.127453;	
205000;	0.12214;	60 0.110811 0.123248;	51 0.110857 0.127453;	55 0.110865 0.127453;	49 0.111045 0.12214;	
207500;	0.12214;	60 0.110811 0.123248;	51 0.110857 0.127453;	55 0.110865 0.127453;	49 0.111045 0.12214;	
210000;	0.120545;	54 0.109667 0.120545;	55 0.110811 0.123248;	57 0.110838 0.12214;	51 0.110857 0.127453;	
212500;	0.120545;	54 0.109667 0.120545;	55 0.110811 0.123248;	57 0.110838 0.12214;	51 0.110857 0.127453;	
215000;	0.120545;	58 0.109245 0.121055;	54 0.109667 0.120545;	58 0.11068 0.127453;	55 0.110811 0.123248;	
217500;	0.120545;	58 0.109245 0.121055;	54 0.109667 0.120545;	58 0.11068 0.127453;	55 0.110811 0.123248;	
220000;	0.120545;	56 0.109245 0.121055;	54 0.109667 0.120545;	58 0.11068 0.127453;	55 0.110811 0.123248;	
222500;	0.120545;	56 0.109245 0.121055;	54 0.109667 0.120545;	65 0.110206 0.123248;	58 0.11068 0.127453;	
225000;	0.119369;	57 0.107305 0.119369;	51 0.109231 0.123248;	55 0.109245 0.121055;	54 0.109667 0.120545;	
227500;	0.119369;	57 0.107305 0.119369;	51 0.109231 0.123248;	53 0.109245 0.120545;	54 0.109667 0.120545;	
230000;	0.119368;	56 0.107298 0.119368;	56 0.107305 0.119369;	51 0.109231 0.123248;	52 0.109245 0.120545;	
232500;	0.119368;	56 0.107298 0.119368;	56 0.107305 0.119369;	51 0.109231 0.123248;	52 0.109245 0.120545;	
235000;	0.119368;	56 0.107298 0.119368;	56 0.107305 0.119369;	57 0.107575 0.120545;	51 0.109231 0.123248;	
237500;	0.118126;	61 0.106018 0.118126;	56 0.107298 0.119368;	56 0.107305 0.119369;	57 0.107575 0.120545;	
240000;	0.118126;	61 0.106018 0.118126;	55 0.107298 0.120545;	51 0.107305 0.120545;	57 0.107575 0.120545;	
242500;	0.11812;	59 0.106005 0.11812;	61 0.106018 0.118126;	55 0.107298 0.120545;	51 0.107305 0.120545;	
245000;	0.11812;	56 0.106005 0.11812;	51 0.106018 0.120545;	55 0.107298 0.120545;	51 0.107305 0.120545;	
247500;	0.11812;	54 0.106005 0.11812;	51 0.106018 0.120545;	61 0.106148 0.120545;	55 0.107298 0.120545;	
250000;	0.111271;	60 0.10375 0.112679;	60 0.103773 0.120545;	54 0.103975 0.120545;	57 0.104392 0.111271;	
Best: Len=57; Trn=0.104392; Val=0.111271; Tst=0.111164;

2500;	0.211596;	11 0.209303 0.211596;	16 0.21072 0.120545;	12 0.212282 0.213368;	12 0.213157 0.120545;	
5000;	0.205988;	20 0.202363 0.205988;	16 0.206781 0.120545;	12 0.20705 0.120545;	25 0.208194 0.120545;	
7500;	0.205988;	20 0.202363 0.205988;	31 0.204283 0.213368;	25 0.205665 0.213368;	16 0.206781 0.120545;	
10000;	0.205988;	20 0.202363 0.205988;	26 0.203164 0.120545;	31 0.204283 0.213368;	25 0.205665 0.213368;	
12500;	0.205988;	31 0.178018 0.210173;	20 0.202363 0.205988;	26 0.203164 0.120545;	34 0.203307 0.120545;	
15000;	0.205988;	31 0.178018 0.210173;	33 0.201883 0.211596;	34 0.202008 0.213368;	20 0.202363 0.205988;	
17500;	0.205988;	31 0.178018 0.210173;	33 0.201883 0.211596;	34 0.202008 0.213368;	20 0.202363 0.205988;	
20000;	0.205988;	31 0.178018 0.210173;	40 0.201694 0.120545;	33 0.201883 0.211596;	34 0.202008 0.213368;	
22500;	0.205988;	31 0.178018 0.210173;	45 0.200922 0.120545;	40 0.201694 0.120545;	33 0.201883 0.211596;	
25000;	0.162199;	40 0.167423 0.162199;	31 0.178018 0.210173;	45 0.200922 0.120545;	41 0.201314 0.213368;	
27500;	0.162199;	40 0.167423 0.162199;	31 0.178018 0.210173;	30 0.182182 0.120545;	41 0.185468 0.213368;	
30000;	0.162199;	39 0.157452 0.186083;	40 0.167423 0.162199;	31 0.178018 0.210173;	55 0.180612 0.211596;	
32500;	0.162199;	39 0.157452 0.186083;	40 0.167423 0.162199;	31 0.178018 0.210173;	55 0.180612 0.211596;	
35000;	0.162199;	39 0.157452 0.186083;	36 0.159222 0.120545;	40 0.167423 0.162199;	31 0.178018 0.210173;	
37500;	0.162199;	41 0.15551 0.168607;	39 0.157452 0.186083;	36 0.159222 0.120545;	40 0.167423 0.162199;	
40000;	0.162199;	41 0.15551 0.168607;	39 0.157452 0.186083;	36 0.159222 0.120545;	40 0.167423 0.162199;	
42500;	0.162199;	38 0.15551 0.168607;	39 0.157452 0.186083;	40 0.158037 0.162199;	36 0.159222 0.120545;	
45000;	0.148262;	39 0.149958 0.148262;	38 0.15551 0.168607;	41 0.156009 0.120545;	39 0.157452 0.186083;	
47500;	0.148262;	36 0.149958 0.148262;	46 0.154694 0.120545;	38 0.15551 0.168607;	41 0.155784 0.205988;	
50000;	0.148262;	36 0.149958 0.148262;	43 0.151303 0.205988;	46 0.154694 0.120545;	38 0.15551 0.168607;	
52500;	0.148262;	38 0.14902 0.158155;	40 0.14961 0.148785;	36 0.149958 0.148262;	43 0.151303 0.205988;	
55000;	0.148262;	38 0.14902 0.158155;	40 0.14961 0.148785;	36 0.149958 0.148262;	39 0.151019 0.120545;	
57500;	0.148262;	37 0.14902 0.158155;	35 0.14961 0.120545;	46 0.149715 0.186083;	36 0.149958 0.148262;	
60000;	0.148262;	35 0.148731 0.155469;	37 0.14902 0.158155;	41 0.149452 0.120545;	39 0.14961 0.148262;	
62500;	0.138319;	46 0.14242 0.138319;	35 0.148731 0.155469;	35 0.14902 0.148262;	40 0.149452 0.148262;	
65000;	0.138319;	46 0.14242 0.138319;	35 0.148731 0.155469;	35 0.14902 0.148262;	45 0.14902 0.120545;	
67500;	0.138319;	47 0.139356 0.185695;	46 0.140464 0.186083;	46 0.14242 0.138319;	50 0.144552 0.148262;	
70000;	0.138319;	47 0.139356 0.185695;	49 0.139808 0.148262;	46 0.140464 0.186083;	46 0.14242 0.138319;	
72500;	0.138319;	48 0.138683 0.198582;	47 0.139356 0.185695;	43 0.139536 0.148262;	49 0.139808 0.148262;	
75000;	0.138319;	53 0.134876 0.170851;	48 0.138683 0.198582;	47 0.139356 0.185695;	43 0.139536 0.148262;	
77500;	0.138319;	53 0.134876 0.170851;	53 0.137226 0.148262;	51 0.138328 0.148262;	48 0.138683 0.198582;	
80000;	0.138319;	53 0.134876 0.170851;	54 0.13553 0.148262;	51 0.135621 0.198582;	53 0.137226 0.148262;	
82500;	0.138319;	55 0.129877 0.17235;	54 0.133113 0.187772;	58 0.133222 0.148262;	57 0.133727 0.148262;	
85000;	0.138319;	55 0.129877 0.17235;	54 0.133113 0.187772;	58 0.133222 0.148262;	57 0.133727 0.148262;	
87500;	0.138319;	54 0.129413 0.172274;	55 0.129877 0.17235;	53 0.132712 0.185695;	54 0.133113 0.187772;	
90000;	0.138319;	54 0.129413 0.172274;	55 0.129877 0.17235;	51 0.129968 0.198582;	55 0.130746 0.187772;	
92500;	0.138319;	54 0.129413 0.172274;	52 0.129877 0.187772;	51 0.129968 0.198582;	57 0.130336 0.187772;	
95000;	0.138319;	54 0.129284 0.17158;	51 0.12929 0.171949;	52 0.129413 0.187772;	56 0.129413 0.187772;	
97500;	0.138319;	59 0.128813 0.174758;	54 0.129284 0.17158;	48 0.12929 0.187772;	49 0.129413 0.187772;	
100000;	0.138319;	59 0.128813 0.174758;	59 0.128813 0.174758;	54 0.129284 0.17158;	48 0.12929 0.187772;	
102500;	0.138319;	59 0.128813 0.174758;	53 0.128813 0.170851;	52 0.129284 0.187772;	48 0.12929 0.187772;	
105000;	0.138319;	55 0.128813 0.174758;	53 0.128813 0.170851;	52 0.129284 0.187772;	57 0.129284 0.187772;	
107500;	0.138319;	62 0.12633 0.233043;	55 0.128813 0.174758;	49 0.128813 0.187772;	52 0.129284 0.187772;	
110000;	0.138319;	60 0.124852 0.23383;	56 0.125754 0.187772;	62 0.12633 0.233043;	56 0.12839 0.187772;	
112500;	0.138319;	50 0.124852 0.23383;	57 0.125274 0.233043;	53 0.125385 0.187772;	59 0.125631 0.187772;	
115000;	0.138319;	61 0.121808 0.229358;	63 0.121983 0.230558;	59 0.122292 0.233043;	58 0.123548 0.187772;	
117500;	0.138319;	62 0.121545 0.221957;	60 0.121808 0.229358;	63 0.121983 0.230558;	60 0.122275 0.223948;	
120000;	0.138319;	62 0.121545 0.221957;	60 0.121808 0.229358;	67 0.121808 0.230558;	52 0.121943 0.187772;	
122500;	0.138319;	61 0.120692 0.222987;	58 0.121071 0.187772;	61 0.121545 0.221957;	66 0.121742 0.230558;	
125000;	0.138319;	54 0.120684 0.207051;	61 0.120692 0.222987;	57 0.120824 0.233043;	60 0.121071 0.223948;	
127500;	0.138319;	58 0.120038 0.222166;	54 0.120684 0.207051;	63 0.120692 0.187772;	61 0.120692 0.222987;	
130000;	0.138319;	58 0.120038 0.222166;	64 0.120557 0.223948;	54 0.120684 0.207051;	62 0.120692 0.187772;	
132500;	0.138319;	62 0.119581 0.229034;	58 0.120038 0.222166;	58 0.120258 0.229358;	62 0.120386 0.222987;	
135000;	0.138319;	62 0.119581 0.229034;	58 0.120038 0.222166;	58 0.120258 0.229358;	58 0.120278 0.207051;	
137500;	0.138319;	62 0.117135 0.217919;	62 0.119581 0.229034;	63 0.119974 0.187772;	58 0.120038 0.222166;	
140000;	0.138319;	62 0.117135 0.217919;	60 0.118252 0.229034;	58 0.119221 0.187772;	61 0.119361 0.222987;	
142500;	0.138319;	62 0.117135 0.217919;	57 0.118193 0.187772;	60 0.118252 0.229034;	69 0.118664 0.207051;	
145000;	0.138319;	62 0.117135 0.217919;	61 0.117369 0.222987;	65 0.117474 0.207051;	60 0.117497 0.187772;	
147500;	0.138319;	58 0.117135 0.219685;	61 0.117369 0.222987;	62 0.117369 0.230558;	67 0.117474 0.229034;	
150000;	0.138319;	55 0.117135 0.219685;	59 0.117135 0.229034;	61 0.117369 0.222987;	62 0.117369 0.230558;	
152500;	0.138319;	55 0.117135 0.219685;	59 0.117135 0.229034;	61 0.117369 0.222987;	62 0.117369 0.230558;	
155000;	0.138319;	55 0.117135 0.219685;	59 0.117135 0.229034;	60 0.117369 0.230558;	62 0.117369 0.230558;	
157500;	0.138319;	55 0.117135 0.219685;	56 0.117135 0.230558;	60 0.117369 0.230558;	60 0.117369 0.230558;	
160000;	0.138319;	63 0.115776 0.23174;	55 0.117135 0.219685;	55 0.117135 0.230558;	60 0.117369 0.230558;	
162500;	0.138319;	63 0.115776 0.23174;	55 0.117135 0.219685;	55 0.117135 0.230558;	57 0.117369 0.230558;	
165000;	0.138319;	63 0.115776 0.23174;	58 0.117096 0.230558;	55 0.117135 0.219685;	51 0.117135 0.230558;	
167500;	0.138319;	64 0.115345 0.229887;	58 0.115776 0.23174;	61 0.115851 0.230558;	60 0.116293 0.230558;	
170000;	0.138319;	57 0.115345 0.229887;	58 0.115776 0.23174;	61 0.115851 0.230558;	58 0.116111 0.230558;	
172500;	0.138319;	57 0.115345 0.229887;	58 0.115776 0.23174;	55 0.115851 0.230558;	58 0.116111 0.230558;	
175000;	0.138319;	57 0.115345 0.229887;	53 0.115776 0.230558;	55 0.115851 0.230558;	58 0.116111 0.230558;	
177500;	0.138319;	57 0.115345 0.229887;	53 0.115776 0.230558;	55 0.115851 0.230558;	56 0.116111 0.230558;	
180000;	0.138319;	53 0.115345 0.229887;	53 0.115776 0.230558;	61 0.115837 0.230558;	54 0.115851 0.230558;	
182500;	0.138319;	53 0.115345 0.229887;	52 0.115776 0.230558;	59 0.115837 0.230558;	54 0.115851 0.230558;	
185000;	0.138319;	53 0.115345 0.229887;	49 0.115776 0.230558;	59 0.115837 0.230558;	54 0.115851 0.230558;	
187500;	0.138319;	51 0.115345 0.223452;	49 0.115776 0.230558;	59 0.115837 0.230558;	53 0.115851 0.230558;	
190000;	0.138319;	49 0.115345 0.223452;	48 0.115776 0.230558;	59 0.115837 0.230558;	52 0.115851 0.230558;	
192500;	0.138319;	49 0.115345 0.223452;	48 0.115776 0.230558;	59 0.115837 0.230558;	50 0.115851 0.230558;	
195000;	0.138319;	47 0.115345 0.223452;	48 0.115776 0.230558;	59 0.115837 0.230558;	50 0.115851 0.230558;	
197500;	0.138319;	45 0.115345 0.223452;	48 0.115776 0.230558;	59 0.115837 0.230558;	48 0.115851 0.230558;	
200000;	0.138319;	45 0.115345 0.223452;	47 0.115776 0.230558;	57 0.115837 0.230558;	47 0.115851 0.230558;	
202500;	0.138319;	45 0.115345 0.223452;	46 0.115776 0.230558;	55 0.115837 0.230558;	47 0.115851 0.230558;	
205000;	0.138319;	44 0.115345 0.223452;	45 0.115776 0.230558;	54 0.115837 0.230558;	46 0.115851 0.230558;	
207500;	0.138319;	44 0.115345 0.223452;	44 0.115776 0.230558;	52 0.115837 0.230558;	46 0.115851 0.230558;	
210000;	0.138319;	58 0.114261 0.241289;	44 0.115345 0.223452;	44 0.115776 0.230558;	52 0.115837 0.230558;	
212500;	0.138319;	58 0.114261 0.241289;	43 0.115345 0.230558;	50 0.115603 0.230558;	52 0.115659 0.230558;	
215000;	0.138319;	53 0.114261 0.230717;	55 0.114745 0.230558;	53 0.114814 0.230558;	43 0.115345 0.230558;	
217500;	0.138319;	53 0.114261 0.230717;	51 0.114346 0.230558;	58 0.114495 0.230558;	48 0.114745 0.230558;	
220000;	0.138319;	55 0.108957 0.227379;	53 0.114261 0.230717;	51 0.114346 0.230558;	55 0.114495 0.230558;	
222500;	0.138319;	55 0.108957 0.227379;	53 0.114261 0.230717;	51 0.114346 0.230558;	55 0.114495 0.230558;	
225000;	0.138319;	49 0.108359 0.234754;	55 0.108957 0.227379;	55 0.109863 0.230558;	54 0.111224 0.230558;	
227500;	0.138319;	64 0.103294 0.220627;	57 0.10762 0.22526;	49 0.108359 0.234754;	55 0.108957 0.227379;	
230000;	0.138319;	57 0.103059 0.19479;	64 0.103294 0.220627;	59 0.103761 0.230558;	55 0.105876 0.230558;	
232500;	0.138319;	56 0.100478 0.209738;	57 0.101371 0.234754;	58 0.102227 0.20491;	53 0.103059 0.230558;	
235000;	0.138319;	55 0.0991962 0.225914;	60 0.0992008 0.234754;	62 0.0998946 0.220627;	56 0.100478 0.209738;	
237500;	0.138319;	58 0.0988403 0.211911;	60 0.0990382 0.214885;	55 0.0991962 0.225914;	59 0.0992008 0.209738;	
240000;	0.138319;	65 0.0981559 0.206364;	58 0.0981559 0.202348;	56 0.0983658 0.214885;	58 0.0988403 0.211911;	
242500;	0.138319;	54 0.0977755 0.201231;	57 0.0978887 0.211911;	55 0.0981559 0.214885;	56 0.0981559 0.214885;	
245000;	0.138319;	54 0.0977755 0.201231;	60 0.0977809 0.214885;	53 0.0977809 0.214885;	54 0.0978887 0.214885;	
247500;	0.138319;	51 0.0977755 0.205235;	53 0.0977809 0.214885;	53 0.0977809 0.214885;	54 0.0978887 0.214885;	
250000;	0.138319;	50 0.0977755 0.201231;	53 0.0977809 0.214885;	53 0.0977809 0.214885;	54 0.0978887 0.214885;	
Best: Len=46; Trn=0.14242; Val=0.138319; Tst=0.192959;

2500;	0.205485;	15 0.203377 0.205891;	12 0.20564 0.205485;	21 0.212282 0.214885;	13 0.212943 0.214885;	
5000;	0.205395;	15 0.202199 0.205395;	15 0.203377 0.205891;	13 0.205579 0.335247;	19 0.205589 0.205485;	
7500;	0.198629;	21 0.198389 0.198629;	15 0.202199 0.205395;	15 0.203377 0.205891;	19 0.204848 0.214885;	
10000;	0.198629;	21 0.198389 0.198629;	20 0.200215 0.335247;	26 0.201866 0.335247;	15 0.202199 0.205395;	
12500;	0.198629;	21 0.198389 0.198629;	22 0.198487 0.205395;	20 0.200215 0.335247;	27 0.200637 0.335247;	
15000;	0.198629;	22 0.198193 0.198872;	21 0.198389 0.198629;	22 0.198487 0.205395;	26 0.19922 0.335247;	
17500;	0.190063;	27 0.193367 0.190063;	22 0.198193 0.198872;	21 0.198389 0.198629;	22 0.198487 0.205395;	
20000;	0.190063;	27 0.193367 0.190063;	31 0.197126 0.205395;	22 0.198193 0.198872;	21 0.198389 0.198629;	
22500;	0.190063;	28 0.19112 0.225827;	27 0.193367 0.190063;	31 0.197126 0.205395;	22 0.198193 0.198872;	
25000;	0.186625;	32 0.188206 0.186625;	28 0.19112 0.225827;	27 0.193367 0.190063;	31 0.197126 0.205395;	
27500;	0.186625;	38 0.187507 0.187681;	32 0.188206 0.186625;	28 0.19112 0.225827;	27 0.193367 0.190063;	
30000;	0.183782;	32 0.187217 0.183782;	38 0.187507 0.187681;	32 0.188206 0.186625;	28 0.19112 0.225827;	
32500;	0.183782;	33 0.182531 0.194162;	36 0.184127 0.184441;	38 0.185483 0.184441;	44 0.186676 0.198872;	
35000;	0.181061;	33 0.179083 0.181061;	33 0.182531 0.194162;	35 0.182982 0.198872;	39 0.183255 0.187681;	
37500;	0.181061;	33 0.179083 0.181061;	34 0.179216 0.187681;	46 0.181731 0.198872;	33 0.182531 0.194162;	
40000;	0.180795;	37 0.178637 0.180795;	33 0.179083 0.181061;	37 0.179167 0.184441;	34 0.179216 0.187681;	
42500;	0.180281;	35 0.178335 0.180281;	35 0.178335 0.184441;	37 0.178469 0.184441;	31 0.178637 0.187681;	
45000;	0.179242;	43 0.177057 0.179242;	35 0.178335 0.180281;	35 0.178335 0.184441;	37 0.178469 0.184441;	
47500;	0.178756;	40 0.176794 0.178756;	43 0.177057 0.179242;	35 0.178335 0.180281;	35 0.178335 0.184441;	
50000;	0.178756;	40 0.176794 0.178756;	43 0.177057 0.179242;	46 0.177295 0.184441;	33 0.17734 0.184441;	
52500;	0.178756;	40 0.176794 0.178756;	41 0.177057 0.184441;	46 0.177295 0.184441;	33 0.17734 0.184441;	
55000;	0.178756;	40 0.176794 0.178756;	40 0.177057 0.184441;	45 0.177057 0.184441;	45 0.177295 0.180281;	
57500;	0.178756;	48 0.176449 0.179242;	40 0.176794 0.178756;	44 0.176977 0.184441;	39 0.177057 0.180281;	
60000;	0.178756;	48 0.176449 0.179242;	40 0.176794 0.178756;	44 0.176977 0.184441;	47 0.177001 0.184441;	
62500;	0.178756;	48 0.176449 0.179242;	49 0.176656 0.184441;	49 0.176712 0.184441;	40 0.176794 0.178756;	
65000;	0.178756;	49 0.173986 0.179242;	44 0.17491 0.180281;	46 0.174973 0.184441;	52 0.175772 0.178756;	
67500;	0.178756;	49 0.173986 0.179242;	42 0.174899 0.184441;	44 0.17491 0.180281;	43 0.17491 0.184441;	
70000;	0.178756;	48 0.173605 0.179242;	49 0.173986 0.179242;	39 0.17461 0.184441;	48 0.174899 0.184441;	
72500;	0.178756;	38 0.17333 0.179242;	48 0.17333 0.179242;	48 0.173605 0.179242;	49 0.173986 0.179242;	
75000;	0.178756;	38 0.17333 0.179242;	40 0.17333 0.184441;	48 0.173605 0.179242;	46 0.173711 0.179242;	
77500;	0.178756;	51 0.173225 0.179007;	38 0.17333 0.179242;	40 0.17333 0.184441;	43 0.173552 0.179242;	
80000;	0.178756;	50 0.171626 0.179242;	49 0.172007 0.184441;	51 0.173225 0.179007;	58 0.173294 0.179242;	
82500;	0.178756;	50 0.171626 0.179242;	43 0.172007 0.179242;	44 0.172923 0.180281;	44 0.173126 0.179242;	
85000;	0.178756;	56 0.171096 0.179242;	45 0.171322 0.179007;	50 0.171626 0.179242;	43 0.172007 0.179242;	
87500;	0.178756;	56 0.169572 0.179242;	48 0.170977 0.179007;	56 0.171096 0.179242;	56 0.171125 0.180281;	
90000;	0.178756;	56 0.169572 0.179242;	57 0.170878 0.179007;	48 0.170977 0.179007;	56 0.171096 0.179242;	
92500;	0.178756;	56 0.169572 0.179242;	52 0.170009 0.180281;	61 0.170719 0.179007;	50 0.1708 0.179242;	
95000;	0.178756;	56 0.169572 0.179242;	53 0.1698 0.179242;	51 0.170009 0.179242;	50 0.170166 0.179242;	
97500;	0.178756;	54 0.169572 0.179242;	53 0.1698 0.179242;	49 0.170009 0.179242;	55 0.170104 0.179242;	
100000;	0.178756;	47 0.169572 0.179242;	53 0.1698 0.179242;	49 0.170009 0.179242;	55 0.170104 0.179242;	
102500;	0.178756;	50 0.169555 0.179242;	47 0.169572 0.179242;	58 0.169593 0.179242;	54 0.16962 0.179242;	
105000;	0.178756;	50 0.169555 0.179242;	55 0.169561 0.179242;	50 0.169564 0.179242;	47 0.169572 0.179242;	
107500;	0.178756;	49 0.169538 0.179597;	47 0.169555 0.179242;	55 0.169561 0.179242;	50 0.169564 0.179242;	
110000;	0.178756;	61 0.169466 0.179019;	49 0.169538 0.179597;	47 0.169555 0.179242;	55 0.169561 0.179242;	
112500;	0.178756;	61 0.169466 0.179019;	49 0.169538 0.179597;	46 0.169555 0.179242;	55 0.169561 0.179242;	
115000;	0.178756;	61 0.169466 0.179019;	63 0.169531 0.179242;	49 0.169538 0.179597;	46 0.169555 0.179242;	
117500;	0.178756;	58 0.166721 0.179597;	55 0.167673 0.180281;	53 0.16781 0.179242;	57 0.169072 0.18027;	
120000;	0.178756;	63 0.166486 0.179242;	58 0.166721 0.179597;	64 0.167045 0.180281;	54 0.167631 0.18027;	
122500;	0.178756;	60 0.166443 0.179242;	61 0.166486 0.179242;	56 0.166551 0.179242;	58 0.166721 0.179597;	
125000;	0.176262;	52 0.16527 0.176262;	52 0.16584 0.179242;	54 0.166443 0.179597;	53 0.166486 0.180281;	
127500;	0.176262;	52 0.16527 0.176262;	56 0.165348 0.180281;	56 0.165782 0.180281;	52 0.16584 0.179242;	
130000;	0.176262;	59 0.162165 0.176262;	54 0.162231 0.180281;	50 0.16527 0.176262;	56 0.165348 0.180281;	
132500;	0.176262;	58 0.162165 0.176262;	54 0.162231 0.180281;	52 0.163489 0.180281;	66 0.164194 0.176262;	
135000;	0.176262;	54 0.162165 0.176262;	53 0.162231 0.180281;	52 0.163489 0.180281;	51 0.163556 0.176262;	
137500;	0.176054;	54 0.161265 0.17628;	51 0.161942 0.176054;	52 0.162165 0.176262;	51 0.162231 0.176262;	
140000;	0.176054;	54 0.161265 0.17628;	51 0.161942 0.176054;	52 0.162165 0.176262;	51 0.162231 0.176262;	
142500;	0.176054;	55 0.160613 0.176547;	54 0.161265 0.17628;	51 0.161942 0.176054;	55 0.162095 0.176262;	
145000;	0.176054;	51 0.160613 0.176547;	53 0.160828 0.176262;	56 0.160937 0.176262;	51 0.161265 0.176262;	
147500;	0.176054;	50 0.160613 0.176547;	51 0.160828 0.176262;	51 0.160937 0.176262;	56 0.161236 0.176262;	
150000;	0.176054;	49 0.160613 0.176547;	44 0.160828 0.176262;	51 0.160937 0.176262;	56 0.161236 0.176262;	
152500;	0.176054;	43 0.160613 0.176547;	44 0.160828 0.176262;	45 0.160937 0.176262;	54 0.161236 0.176262;	
155000;	0.176054;	53 0.160093 0.179239;	57 0.160579 0.176262;	43 0.160613 0.176547;	44 0.160828 0.176262;	
157500;	0.176054;	53 0.158988 0.176547;	50 0.160093 0.179239;	57 0.160579 0.176262;	43 0.160613 0.176547;	
160000;	0.176054;	52 0.158988 0.176547;	58 0.159598 0.176262;	54 0.160058 0.176547;	50 0.160093 0.179239;	
162500;	0.176054;	56 0.15838 0.176055;	54 0.158913 0.179239;	52 0.158988 0.176547;	58 0.159289 0.179239;	
